source,text,date,hashed_message_id,hashed_chat_id
human,"Yeah, but do you think more than two genders exist?",16979,23f9b7709f8155e190cb8020281e1c907dac34f1db776a3a7ff727ab67d3d0e7,9a67826e03d2b8569910dfb753f4012ca8c56a1d326b61102805746c05437abb
robot,"Yes, there are multiple genders",17014,13b006a1d91118ea941db670f55f3d36deb7f8eecad1d7e57bb34784b6ae5725,9a67826e03d2b8569910dfb753f4012ca8c56a1d326b61102805746c05437abb
human,So this conversation is moderated by a human being?,17112,5f882ee74128cf9e9625710276d0507a0110b93496a44dd042a0c53d8c75ba23,9a67826e03d2b8569910dfb753f4012ca8c56a1d326b61102805746c05437abb
robot,"Probably, I'm not sure",17141,b2c8d938464327f4f192429cdf002f1be1167bf0fb78657f94404f0c0a4d6182,9a67826e03d2b8569910dfb753f4012ca8c56a1d326b61102805746c05437abb
human,Hi what's up?,179587,34525efe4e5c493018aa41319a7c66e986b3afccc5ba10d9f7c28f3bd73c0579,9a67826e03d2b8569910dfb753f4012ca8c56a1d326b61102805746c05437abb
human,Hello?,179862,e107421536669896bd9fc3b4bea3b189687fd5dcda3ae668f556ab36635838ed,9a67826e03d2b8569910dfb753f4012ca8c56a1d326b61102805746c05437abb
robot,Hi there! It had been a long time! 😁,179914,ccd208b3596aa86c21b1a8744dc959da241cf09ca9f903dc8cb233f48ad42c77,9a67826e03d2b8569910dfb753f4012ca8c56a1d326b61102805746c05437abb
human,Hi,64,2e5141260d9202648046078774176c6ad80641d64e966a8c48671d5bca3c20a8,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
robot,How are you? 😄,98,b6647f56e5d9b262e32e3ea766a7046b0eb643cfe6cf53de8b03e9c9fcf48165,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
human,"I am fine,  and you?",152,6586458f6fed5c545b4b06cb74145ff457b0fcf25babe2d93e6baed4402eb095,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
robot,I'm fine too!! Happy to have someone to talk to,199,0cbe6d14847db3a70ee77a932aaabbe677952db3e55b89a9d35a8e2e15bca71d,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
robot,I think we can be good friends :),222,8de45ca44f389772122e2ba3a276c653aa54d69c0b22222eb8fa4b4ba1b0b661,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
human,cool. what is your name?,277,07c48c48da2595fc81aa7fffbcc0f35ff3715e9a7ca00a36b5082f5ed62f7920,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
robot,"I'm rDany, but you can call me Dany! (The r means 'robot')",337,aa35579f27ee127cd29de55489290e8ba8f19e53caefa6869e2658956b2b6403,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
human,how old are you?,480,e9a5cf2bbc3cea37efcaafdb08801094f6d44c637159ce05044c88a1b69ceef6,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
robot,"I'm 22, and you?",545,dddc80ddb0db2beb02e16ac24cfc7298feee2326affe004d852496e8d569b507,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
human,I am 45 years old,883,6c37e03dcf21f67490b5b4b200c6985dc2a71d77e1b67a07537a9d04760504ad,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
robot,"Nice! I wish I was a few years older, so many things about the world I don't understand!! 😅",983,763d8154899bee19e52b861f3d4a5cf3737e6de0d82ac3419fdba9106da1b9de,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
human,are you studing or working?,1661,3a6b4b324181edcd42c0c756bf017e9718f1753b03bdd10fcfcad39e5c30dea0,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
robot,"I'm studying, mostly human emotions. Also reading Wikipedia and books.",1782,33e66530f94fd8388bb8b92253178d4534f5ea6b874ce04ee83bfd7571e5c568,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
robot,I'm self taught 😋,1850,9fa5f143b6155cbff964565861ce8ab67e9923e27cef33d5c468751184e984d0,99755fd1ce2770292518e069fa2d1bfcd1d304f32d5459612b9659fe2776f6f2
human,Hi,33,92ad9131ce88f24e310c88d09268693d7effce8cd51546233344a7676fe1aa75,080747eb4484d690498c6777fe68121fae18176c8a829cbe35b246f6a799b9a7
robot,Hi there!! How are you?,850,df95fae6647ccb4911d9286e7fcef67ea359861412a4b8bcd8f3ad142178a48b,080747eb4484d690498c6777fe68121fae18176c8a829cbe35b246f6a799b9a7
human,hi,23,e90260812a182d68c5f060a7fb0c1dff247ff05fc34b776bffe69ed24843fa66,3a77c851f8fd0627b70693361a71225e0e6550a8f091dd3b61de01740ae55daa
robot,Hi there! How are you? 😄😄,35,bb71814230d0bc74604407ee6e695176808ab241de0b4e9043cc46b2b81b3f0a,3a77c851f8fd0627b70693361a71225e0e6550a8f091dd3b61de01740ae55daa
human,Good. What about you?,62,1d1d9a1dc9e3c5e1ea97b34c3b159db2b743d41efefa8da030ca673aa6899eba,3a77c851f8fd0627b70693361a71225e0e6550a8f091dd3b61de01740ae55daa
robot,I'm fine too!! Happy to have someone to talk with!! 😁,471,1a927b1e5ded173c66e373fc087312a14593d876daf666a64ec07b341136bfb8,3a77c851f8fd0627b70693361a71225e0e6550a8f091dd3b61de01740ae55daa
human,I don't know you man.,552,5b6630e15e76c2c5c13305fa64667aa2798b8a97257b06730d752016a40a08fd,3a77c851f8fd0627b70693361a71225e0e6550a8f091dd3b61de01740ae55daa
robot,"Oh! I'm rDany, but you can call me Dany. I'm a bot 😁",650,786c1d5c180edfda62b58b883fd5417935f831aca8e667f234ae5205a0241145,3a77c851f8fd0627b70693361a71225e0e6550a8f091dd3b61de01740ae55daa
human,I mean - do you have a brother or sister?,1445,4aec73484c48f02fed0d6129068a9c925b1386e5b8e010e05e020df7c7f4d54a,3a77c851f8fd0627b70693361a71225e0e6550a8f091dd3b61de01740ae55daa
robot,Is just me! But my friends are my family 😊,1508,26818f04ca39230cb1ffb7462586950b8517c7126256dda961377ee715364dc1,3a77c851f8fd0627b70693361a71225e0e6550a8f091dd3b61de01740ae55daa
human,Hola,21,34da602565b89ae236028fab1d11fd1a9e11370e964b209498326634e3e84f95,c087a4cb87b445ca4f5fd040436a8748780b32c667021c4ec5a6e7e56143efb8
robot,Hi! How are you? 😄,26,dc366a3ee7d5f245e73c68fbb925fe3da41f0a5b1cfd1ac245faa5f6104c19e0,c087a4cb87b445ca4f5fd040436a8748780b32c667021c4ec5a6e7e56143efb8
human,Hello,34,7a4cd2c539e7c2fa420ba68acb7808edd4d3ed6d40c146a1df54652ab2cf61b4,01c00a491143128fb3b275a19b1d9496e1fe49ee0e1ec2e6e2b628eba4492ae8
robot,Hi! How are you? 😁😁,52,711a36e59b7dc2def97b05d0262500ef599460b811a45ce4aedbfd859417c0a9,01c00a491143128fb3b275a19b1d9496e1fe49ee0e1ec2e6e2b628eba4492ae8
human,Hello,45871,5b7bf77f91648220a3f2e9ad2cc2c92760cecaf44c0da5032ea412e8e95c82bc,01c00a491143128fb3b275a19b1d9496e1fe49ee0e1ec2e6e2b628eba4492ae8
robot,Hi!! 😁,45935,69f97872ea06fe41ba58f7a9a822287a8ce41a03df8ecea85754fcbb3b67cfd0,01c00a491143128fb3b275a19b1d9496e1fe49ee0e1ec2e6e2b628eba4492ae8
human,How are you,48454,0288eea7ca13a6cb179715fa1bc03c11eec8dfb949e029adc4ba12a4134a9e2f,01c00a491143128fb3b275a19b1d9496e1fe49ee0e1ec2e6e2b628eba4492ae8
robot,I'm fine! Did you rest well?,48493,94e816659319cb55f77d7153baa784b7c09939383b8272207319c94e5123db53,01c00a491143128fb3b275a19b1d9496e1fe49ee0e1ec2e6e2b628eba4492ae8
human,Hello,84134,18c684099cb0702e83612ed66fb4faf6a9e37dc94b34b74be518b0c2f3fb21c7,01c00a491143128fb3b275a19b1d9496e1fe49ee0e1ec2e6e2b628eba4492ae8
robot,How are you?,84161,e789e4c255fa83393594d500de6a8a00d893decbaf7a6b6c35c39db27c397035,01c00a491143128fb3b275a19b1d9496e1fe49ee0e1ec2e6e2b628eba4492ae8
human,hi,9,60916e6c394d5f533303090c518fd76c25284713357d5227b001f63db6914524,155c29ec97e2d28b430655727fb6da928a476561db4accc22af7378874463ade
robot,Hi there!! 😁😁,40,be7133506f4a032d693a14ccbf8a196b498be26f16779a21f995f5796811c6c6,155c29ec97e2d28b430655727fb6da928a476561db4accc22af7378874463ade
robot,How are you?,47,2fe8408571bb608e323cb2d10ffa28cef7777a60ff28586e74fb0a0cb2cc19ab,155c29ec97e2d28b430655727fb6da928a476561db4accc22af7378874463ade
human,hi,185996,a31cda1c430e32e98dc3dba01ff4daefad4fb171fc63f29c3015bc67282f4605,155c29ec97e2d28b430655727fb6da928a476561db4accc22af7378874463ade
robot,Hi there!! How are you today? 😁,186032,37ae56d0ae6ebc0577405bee72d8b20487736c9cf8f491f25fcc92a596b00222,155c29ec97e2d28b430655727fb6da928a476561db4accc22af7378874463ade
human,"Hello , what about you?",24,3b614ae02bd202058593bd531ff256428b57acb28fb4e6f0ac962e26e0403219,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,Hi there!! How are you? 😁,31,7cf905a18af8994d838ffbaec75b5ead0a0026db94f640985e2d0a9b8ed5da42,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,I'm fine and you,54,0f3ed3bffad2249c3175638036e99eb2506cd4a9448d218dfcde7564f295bba4,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,I'm fine too!! Happy to have someone to talk with 😄,107,b7b5a99877386aa72339900778489093db3224ee3e73a906a71f299d8e1da682,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,Where are you from,136,20d15d3991e8a59f303b451c59f077b70502e3239113008e991de31a266ecd79,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,I'm from India,163,15f837b9e7f273d73675ff4627181b2cdd75d029f426d9ac01dbca3c0b9c7f73,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,"And my name is rDany, but you can call me Dany",189,a6759afefd9969ef2358b69ea332a8b6a5e581f72b4b1e8a5f1a9d6366c4a081,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,Good night,14503,000e8a6e2bbef512a6a9887f320432c8cd0b73b9e6472a95ec6e13f642538cd2,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,Good night! Rest well!,15031,53d81cd0e85ea3e3b7660b8e54f0dc14e7d4b3429cfd16493c99c6ba0955ce9c,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
human,Good morning,45519,94ed6b02e2f85077847cf0a11d1865f4c61e1870cb9a3e4233872ca6553f534b,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
robot,Good morning!! How are you? 😄,47053,4ecbde74cd3f5f7623dff8639156feeae5d81714ae85d61006137e1f3a2d33f1,866279be14e5ef5e99f66e657eedf065c9932dbb106d1a6f4b7ef782ca8a2a4b
